Date,Open,High,Low,Close,Adj Close,Volume
2019-06-25,295.350006,295.410004,292.299988,292.410004,283.583557,2975600
2019-06-26,293.420013,293.989990,292.019989,292.079987,283.263550,4210200
2019-06-27,292.989990,293.730011,292.609985,293.279999,284.427307,2722100
2019-06-28,294.279999,295.209991,293.709991,294.750000,285.852936,5751100
2019-07-01,298.369995,298.880005,296.019989,297.320007,288.345337,3919300
2019-07-02,297.290009,298.230011,296.369995,298.230011,289.227905,3786000
2019-07-03,298.890015,300.519989,298.750000,300.480011,291.409973,1853800
2019-07-05,299.179993,300.359985,297.739990,300.100006,291.041412,2198200
2019-07-08,298.709991,299.049988,297.739990,298.549988,289.538208,2954400
2019-07-09,297.230011,299.260010,297.190002,299.029999,290.003754,1544300
2019-07-10,300.119995,301.390015,299.500000,300.399994,291.332367,2498200
2019-07-11,301.049988,301.320007,299.929993,300.929993,291.846375,5142100
2019-07-12,301.609985,302.489990,301.260010,302.489990,293.359283,4346100
2019-07-15,302.859985,302.890015,301.970001,302.459991,293.330200,4400600
2019-07-16,302.410004,302.600006,301.190002,301.440002,292.341003,2233900
2019-07-17,301.470001,301.640015,299.480011,299.480011,290.440155,2142400
2019-07-18,298.890015,300.959991,298.420013,300.649994,291.574829,4370700
2019-07-19,301.779999,301.820007,298.690002,298.899994,289.877686,3510300
2019-07-22,299.329987,300.209991,298.769989,299.579987,290.537140,2571000
2019-07-23,300.910004,301.760010,299.959991,301.720001,292.612549,2209200
2019-07-24,300.940002,303.170013,300.829987,303.170013,294.018768,2390900
2019-07-25,302.709991,302.739990,300.829987,301.709991,292.602844,3671000
2019-07-26,302.500000,303.980011,302.399994,303.769989,294.600647,2711600
2019-07-29,303.630005,303.679993,302.579987,303.220001,294.067261,2326300
2019-07-30,301.649994,302.899994,301.220001,302.480011,293.349609,4701600
2019-07-31,302.760010,302.940002,296.890015,299.230011,290.197693,8580600
2019-08-01,299.320007,302.600006,295.660004,296.519989,287.569489,10111600
2019-08-02,295.519989,295.809998,292.589996,294.420013,285.532898,7481100
2019-08-05,289.769989,289.850006,283.339996,285.570007,276.950012,6926000
2019-08-06,287.540009,289.690002,285.929993,289.380005,280.644989,5461900
2019-08-07,286.010010,290.459991,283.660004,289.660004,280.916595,5787700
2019-08-08,291.260010,295.279999,290.679993,295.279999,286.366974,5600900
2019-08-09,294.269989,294.950012,291.320007,293.359985,284.504883,4104700
2019-08-12,291.579987,292.209991,288.690002,289.809998,281.062042,2768300
2019-08-13,289.369995,295.839996,289.000000,294.279999,285.397125,3622700
2019-08-14,289.700012,290.410004,285.399994,285.600006,276.979095,5805500
2019-08-15,286.519989,287.239990,284.019989,286.339996,277.696747,5784200
2019-08-16,288.140015,291.010010,288.079987,290.579987,281.808807,3906300
2019-08-19,293.859985,294.769989,293.140015,294.070007,285.193451,2828500
2019-08-20,293.489990,294.019989,291.609985,291.790009,282.982239,2987200
2019-08-21,294.149994,294.570007,293.429993,294.179993,285.300140,3004600
2019-08-22,294.950012,295.630005,292.100006,294.070007,285.193451,4230200
2019-08-23,292.630005,294.450012,285.100006,286.470001,277.822876,6060200
2019-08-26,288.910004,289.660004,287.239990,289.660004,280.916595,2675200
2019-08-27,291.209991,291.609985,287.690002,288.549988,279.840057,3416400
2019-08-28,287.750000,290.709991,286.890015,290.500000,281.731201,3827600
2019-08-29,293.429993,294.839996,292.299988,294.279999,285.397125,3544700
2019-08-30,295.959991,295.959991,293.119995,294.269989,285.387390,4786600
2019-09-03,292.260010,293.290009,290.950012,292.410004,283.583557,4419500
2019-09-04,294.859985,295.769989,294.049988,295.760010,286.832428,2741800
2019-09-05,298.540009,300.600006,298.399994,299.630005,290.585632,4005000
2019-09-06,299.940002,300.510010,299.200012,299.829987,290.779602,3937500
2019-09-09,300.929993,300.980011,298.910004,299.970001,290.915344,2973000
2019-09-10,299.079987,299.950012,297.709991,299.950012,290.895935,2416700
2019-09-11,300.250000,302.119995,299.540009,302.119995,293.000488,2935100
2019-09-12,303.019989,304.250000,302.220001,303.079987,293.931488,4597600
2019-09-13,303.559998,303.950012,302.440002,302.869995,293.727844,4257000
2019-09-16,301.570007,302.399994,301.200012,301.980011,292.864685,2277400
2019-09-17,301.679993,302.779999,301.540009,302.709991,293.572632,3919700
2019-09-18,302.250000,303.000000,300.010010,302.929993,293.786011,3060100
2019-09-19,303.329987,304.399994,302.489990,302.890015,293.747253,5068000
2019-09-20,303.559998,303.839996,300.600006,301.220001,292.127625,5885200
2019-09-23,300.690002,302.109985,300.440002,301.380005,292.282867,4628800
2019-09-24,301.070007,301.529999,296.470001,297.510010,289.956390,6186800
2019-09-25,297.570007,299.760010,295.970001,299.190002,291.593750,3626300
2019-09-26,299.279999,299.500000,297.100006,298.589996,291.008972,3102400
2019-09-27,299.529999,299.600006,295.339996,297.000000,289.459351,3287300
2019-09-30,297.609985,299.190002,297.559998,298.519989,290.940765,3805200
2019-10-01,299.399994,300.119995,294.630005,294.910004,287.422394,4889900
2019-10-02,293.149994,293.149994,288.239990,289.630005,282.276520,6358200
2019-10-03,289.399994,292.059998,286.420013,292.040009,284.625305,4787000
2019-10-04,292.790009,296.260010,292.750000,296.019989,288.504211,4951200
2019-10-07,295.140015,296.920013,294.420013,294.690002,287.208008,2631600
2019-10-08,292.660004,293.450012,290.109985,290.130005,282.763794,3984900
2019-10-09,292.369995,293.910004,291.709991,292.880005,285.443939,3371700
2019-10-10,292.809998,295.859985,292.619995,294.950012,287.461395,3530700
2019-10-11,297.950012,300.390015,297.779999,297.890015,290.326782,4203800
2019-10-14,297.579987,298.279999,297.239990,297.690002,290.131836,1612700
2019-10-15,298.730011,301.369995,298.649994,300.619995,292.987427,3190400
2019-10-16,300.029999,300.820007,299.589996,300.070007,292.451447,3140300
2019-10-17,301.350006,301.920013,300.200012,300.910004,293.270111,2130900
2019-10-18,300.399994,301.049988,298.649994,299.600006,291.993378,2557200
2019-10-21,301.089996,301.869995,300.670013,301.750000,294.088776,3784900
2019-10-22,302.299988,302.559998,300.570007,300.700012,293.065430,4540200
2019-10-23,300.390015,301.630005,300.190002,301.570007,293.913300,1767200
2019-10-24,302.570007,302.750000,301.149994,302.109985,294.439636,1937800
2019-10-25,301.450012,303.899994,301.420013,303.309998,295.609161,2515700
2019-10-28,304.549988,305.559998,304.549988,305.010010,297.266022,4818200
2019-10-29,304.730011,305.940002,304.559998,304.910004,297.168488,3443100
2019-10-30,305.130005,306.220001,303.690002,305.869995,298.104126,4160900
2019-10-31,305.829987,305.829987,303.450012,304.970001,297.226990,4214800
2019-11-01,306.649994,307.950012,306.470001,307.950012,300.131348,2413100
2019-11-04,309.630005,309.760010,308.709991,309.109985,301.261902,2509600
2019-11-05,309.359985,309.649994,308.429993,308.739990,300.901276,4949800
2019-11-06,308.760010,309.140015,307.769989,308.880005,301.037720,2711200
2019-11-07,310.320007,311.179993,309.410004,309.980011,302.109802,2772000
2019-11-08,309.529999,310.690002,308.779999,310.670013,302.782288,2031000
2019-11-11,309.200012,310.269989,309.000000,310.160004,302.285248,2232400
2019-11-12,310.500000,311.750000,309.890015,310.690002,302.801819,2528800
2019-11-13,309.619995,311.290009,309.399994,310.859985,302.967468,2311600
2019-11-14,310.529999,311.380005,309.839996,311.299988,303.396271,2317200
2019-11-15,312.769989,313.609985,312.019989,313.609985,305.647614,3770100
2019-11-18,313.299988,314.059998,312.799988,313.750000,305.784058,2866900
2019-11-19,314.470001,314.470001,312.980011,313.679993,305.715851,3873700
2019-11-20,313.059998,313.589996,310.809998,312.519989,304.585297,4099900
2019-11-21,312.630005,312.739990,311.179993,312.070007,304.146790,2174200
2019-11-22,312.859985,312.970001,311.619995,312.739990,304.799683,2164500
2019-11-25,313.750000,315.140015,313.750000,315.100006,307.099854,3510100
2019-11-26,315.230011,316.040009,314.839996,315.730011,307.713837,3180700
2019-11-27,316.470001,317.279999,316.149994,317.250000,309.195221,1999500
2019-11-29,316.690002,316.920013,315.850006,316.059998,308.035461,1790700
2019-12-02,316.429993,316.450012,312.950012,313.410004,305.452698,3528400
2019-12-03,310.390015,311.410004,308.880005,311.250000,303.347534,2573100
2019-12-04,312.450012,313.869995,312.109985,313.179993,305.228516,2210900
2019-12-05,314.010010,314.010010,312.350006,313.839996,305.871826,3006400
2019-12-06,315.929993,317.140015,315.890015,316.640015,308.600708,4750700
2019-12-09,316.200012,317.000000,315.619995,315.700012,307.684631,3296100
2019-12-10,315.649994,316.320007,314.609985,315.369995,307.362946,3497900
2019-12-11,315.839996,316.519989,315.410004,316.170013,308.142670,4633900
2019-12-12,316.230011,319.809998,315.970001,318.970001,310.871521,5009300
2019-12-13,318.730011,320.519989,317.839996,319.079987,310.978760,3983000
2019-12-16,319.000000,319.980011,318.989990,319.320007,313.214203,3948000
2019-12-17,319.779999,320.070007,319.290009,319.350006,313.243622,4846300
2019-12-18,319.829987,320.059998,319.359985,319.369995,313.263214,4238700
2019-12-19,319.600006,320.809998,319.339996,320.739990,314.607025,5208100
2019-12-20,321.859985,323.350006,321.809998,322.380005,316.215698,5678400
2019-12-23,322.970001,323.040009,322.450012,322.609985,316.441284,4519500
2019-12-24,322.869995,322.929993,322.309998,322.649994,316.480499,2716300
2019-12-26,323.059998,324.329987,323.019989,324.320007,318.118591,2847400
2019-12-27,325.190002,325.190002,323.709991,324.260010,318.059723,5091400
2019-12-30,324.410004,324.489990,321.959991,322.510010,316.343201,3511400
2019-12-31,321.959991,323.559998,321.570007,323.239990,317.059235,3128900
2020-01-02,324.980011,326.320007,323.950012,326.320007,320.080353,4070500
2020-01-03,322.529999,325.059998,322.510010,323.809998,317.618347,4290400
2020-01-06,321.890015,325.140015,321.779999,325.089996,318.873871,4212000
2020-01-07,324.459991,324.970001,323.649994,324.200012,318.000916,3632500
2020-01-08,324.380005,327.209991,324.109985,325.850006,319.619324,3912100
2020-01-09,327.589996,328.170013,326.940002,328.049988,321.777252,2964600
2020-01-10,328.730011,328.899994,326.619995,327.140015,320.884674,3494600
2020-01-13,327.869995,329.429993,327.359985,329.429993,323.130859,3588100
2020-01-14,328.899994,330.070007,328.109985,328.920013,322.630646,4298700
2020-01-15,328.809998,330.489990,328.709991,329.660004,323.356506,4405100
2020-01-16,331.170013,332.399994,330.920013,332.399994,326.044067,5493100
2020-01-17,333.200012,333.649994,332.540009,333.500000,327.123077,4982400
2020-01-21,332.380005,333.649994,332.309998,332.779999,326.416809,5892400
2020-01-22,333.750000,334.440002,332.679993,332.850006,326.485474,4182400
2020-01-23,332.100006,333.410004,330.880005,333.260010,326.887665,7454900
2020-01-24,333.910004,334.010010,328.839996,330.230011,323.915558,4793500
2020-01-27,324.450012,326.559998,324.089996,324.869995,318.658081,6552900
2020-01-28,326.529999,329.299988,326.000000,328.329987,322.051910,5559200
2020-01-29,329.869995,330.079987,327.920013,328.100006,321.826294,3372400
2020-01-30,325.820007,329.359985,324.959991,329.089996,322.797394,4084500
2020-01-31,328.450012,328.619995,322.179993,323.239990,317.059235,6354000
2020-02-03,324.809998,327.619995,324.730011,325.559998,319.334869,3122000
2020-02-04,329.559998,331.489990,329.220001,330.609985,324.288300,3636300
2020-02-05,333.779999,334.579987,332.200012,334.290009,327.897949,4106100
2020-02-06,335.570007,335.679993,334.290009,335.570007,329.153473,4442600
2020-02-07,334.329987,335.130005,333.119995,333.750000,327.368256,4679900
2020-02-10,332.709991,336.239990,332.709991,336.220001,329.791046,3614300
2020-02-11,337.709991,338.540009,336.260010,336.839996,330.399200,5850800
2020-02-12,338.390015,339.190002,337.980011,339.000000,332.517914,5473300
2020-02-13,337.459991,339.679993,337.100006,338.579987,332.105896,7908300
2020-02-14,339.000000,339.260010,337.750000,339.070007,332.586548,6510600
2020-02-18,338.049988,338.700012,336.750000,338.260010,331.792053,3566600
2020-02-19,339.329987,340.630005,339.019989,339.880005,333.381073,2678800
2020-02-20,339.329987,340.200012,335.230011,338.489990,332.017609,3567700
2020-02-21,337.000000,337.320007,334.100006,335.010010,328.604156,4323700
2020-02-24,324.609985,327.279999,322.700012,323.829987,317.637939,7492100
2020-02-25,325.380005,326.059998,313.079987,314.119995,308.113617,12100900
2020-02-26,315.529999,319.500000,312.070007,312.910004,306.926788,11655100
2020-02-27,306.720001,311.029999,298.709991,298.709991,292.998291,11340100
2020-02-28,290.040009,297.959991,286.709991,295.910004,290.251831,19516300
2020-03-02,299.339996,310.500000,295.649994,310.399994,304.464752,11780800
2020-03-03,310.760010,315.149994,298.880005,301.500000,295.734924,12910300
2020-03-04,307.450012,314.750000,304.709991,314.750000,308.731598,7188600
2020-03-05,306.320007,309.809998,301.309998,303.760010,297.951721,6506600
2020-03-06,294.489990,300.040009,291.420013,298.700012,292.988495,9896200
2020-03-09,277.200012,285.290009,274.579987,274.799988,269.545471,14676500
2020-03-10,285.709991,289.739990,274.609985,289.549988,284.013428,14213300
2020-03-11,281.859985,283.029999,271.989990,275.470001,270.202667,9984000
2020-03-12,256.880005,267.779999,248.559998,248.960007,244.199570,22444700
2020-03-13,264.739990,272.070007,250.520004,271.549988,266.357605,24915800
2020-03-16,242.470001,257.820007,235.000000,240.119995,235.528595,18004600
2020-03-17,245.800003,257.000000,237.820007,255.389999,250.506622,18140900
2020-03-18,237.220001,246.889999,228.779999,241.169998,236.558502,22014200
2020-03-19,239.320007,248.250000,232.940002,242.059998,237.431503,18324900
2020-03-20,244.850006,246.699997,230.699997,231.160004,226.739914,12619800
2020-03-23,230.229996,231.460007,220.279999,224.649994,220.354401,14473200
2020-03-24,236.990005,246.350006,235.970001,245.880005,241.178482,12474400
2020-03-25,245.570007,257.200012,240.490005,247.470001,244.258957,11938200
2020-03-26,250.330002,263.630005,249.899994,262.369995,258.965637,15886800
2020-03-27,254.000000,261.630005,251.779999,254.240005,250.941132,9514700
2020-03-30,256.529999,263.200012,254.369995,262.359985,258.955750,9539800
2020-03-31,261.399994,264.100006,257.000000,258.399994,255.047134,9561000
2020-04-01,248.759995,252.220001,244.619995,246.800003,243.597656,13680800
2020-04-02,245.919998,253.470001,245.440002,252.589996,249.312531,7510800
2020-04-03,251.490005,254.050003,246.000000,249.020004,245.788849,6419000
2020-04-06,258.630005,267.809998,257.540009,265.799988,262.351105,9644800
2020-04-07,275.070007,276.000000,265.700012,265.910004,262.459717,11723100
2020-04-08,268.750000,276.250000,266.399994,275.000000,271.431732,5987700
2020-04-09,278.649994,282.070007,276.350006,279.119995,275.498291,11462100
2020-04-13,278.000000,278.309998,272.290009,276.440002,272.853088,7569700
2020-04-14,281.869995,285.799988,280.799988,284.829987,281.134216,8106500
2020-04-15,278.440002,280.459991,276.309998,278.570007,274.955444,6012100
2020-04-16,280.019989,280.899994,276.619995,280.049988,276.416229,6360000
2020-04-17,286.290009,288.220001,283.309998,287.579987,283.848511,7982800
2020-04-20,283.510010,287.209991,282.260010,282.459991,278.794952,5692100
2020-04-21,277.609985,278.910004,272.920013,273.859985,270.306549,8689400
2020-04-22,279.190002,281.929993,277.799988,280.059998,276.426086,7207100
2020-04-23,281.350006,284.809998,279.670013,279.980011,276.347137,7300700
2020-04-24,281.600006,284.579987,279.390015,283.899994,280.216248,5011900
2020-04-27,286.029999,289.200012,285.549988,288.190002,284.450592,5334600
2020-04-28,291.989990,292.359985,286.350006,286.640015,282.920746,6904700
2020-04-29,292.500000,295.839996,291.380005,294.130005,290.313538,7104800
2020-04-30,292.660004,293.179993,289.540009,291.160004,287.382050,11243800
2020-05-01,286.190002,286.929993,282.440002,283.529999,279.851074,6341200
2020-05-04,281.549988,284.859985,280.100006,284.630005,280.936798,4756600
2020-05-05,287.529999,290.200012,286.670013,287.140015,283.414215,5939700
2020-05-06,289.019989,289.390015,285.059998,285.250000,281.548737,3434800
2020-05-07,288.700012,290.700012,288.089996,288.630005,284.884888,3779000
2020-05-08,292.059998,293.869995,290.809998,293.459991,289.652191,4342000
2020-05-11,291.209991,294.989990,290.869995,293.450012,289.642365,6128100
2020-05-12,294.730011,295.170013,287.459991,287.470001,283.739960,4748800
2020-05-13,286.959991,288.119995,279.869995,282.540009,278.873901,8599000
2020-05-14,279.839996,286.019989,275.000000,285.920013,282.210052,8721000
2020-05-15,283.339996,287.230011,282.250000,287.160004,283.433960,7109700
2020-05-18,294.089996,297.700012,293.690002,296.040009,292.198730,6021000
2020-05-19,295.339996,297.170013,292.920013,292.989990,289.188324,5323900
2020-05-20,296.809998,298.869995,296.600006,297.989990,294.123444,3890100
2020-05-21,297.790009,298.660004,294.690002,295.809998,291.971710,3865500
2020-05-22,295.519989,296.619995,294.209991,296.410004,292.563965,3699100
2020-05-26,302.989990,303.200012,299.709991,300.170013,296.275146,7299600
2020-05-27,303.160004,304.609985,297.910004,304.549988,300.598328,6809200
2020-05-28,305.820007,307.910004,303.299988,303.950012,300.006134,5877200
2020-05-29,303.470001,305.989990,300.579987,305.179993,301.220123,7085400
2020-06-01,304.640015,307.250000,304.100006,306.679993,302.700684,6471000
2020-06-02,307.649994,309.230011,306.170013,309.230011,305.217590,3188000
2020-06-03,311.329987,314.320007,311.019989,313.390015,309.323639,4870400
2020-06-04,312.179993,314.119995,310.170013,312.339996,308.287231,6997200
2020-06-05,318.380005,322.450012,318.320007,320.480011,316.321655,7160800
2020-06-08,321.230011,324.549988,320.809998,324.399994,320.190765,3822900
2020-06-09,321.470001,323.540009,320.519989,322.010010,317.831787,4326400
2020-06-10,322.600006,323.559998,319.399994,320.109985,315.956421,6002800
2020-06-11,312.570007,313.100006,301.079987,301.589996,297.676727,7901500
2020-06-12,309.290009,310.140015,299.619995,305.359985,301.397797,7851700
2020-06-15,297.790009,308.049988,296.489990,306.890015,304.164032,6281200
2020-06-16,315.390015,315.500000,307.510010,312.790009,310.011597,5248800
2020-06-17,313.940002,314.200012,310.690002,311.380005,308.614136,3532000
2020-06-18,309.820007,312.130005,309.359985,311.619995,308.851990,4008900
2020-06-19,315.329987,315.600006,308.380005,309.720001,306.968872,3833900
2020-06-22,309.170013,312.239990,307.950012,311.940002,309.169159,4186200
2020-06-23,314.700012,315.750000,312.869995,313.209991,310.427856,3794900
2020-06-24,311.040009,311.730011,303.359985,305.299988,302.588135,5060800
2020-06-25,304.660004,308.829987,302.440002,308.500000,305.759705,6432400
2020-06-26,307.350006,307.559998,300.619995,301.140015,298.465088,4969000
2020-06-29,302.559998,305.660004,300.109985,305.660004,302.944916,4065200
2020-06-30,305.179993,311.410004,305.049988,309.690002,306.939148,5475500
2020-07-01,310.739990,313.089996,310.250000,311.809998,309.040314,4022800
2020-07-02,315.489990,316.910004,312.720001,313.450012,310.665741,3496500
2020-07-06,317.670013,318.649994,316.799988,318.260010,315.433014,4464500
2020-07-07,316.589996,318.750000,314.600006,314.980011,312.182159,2861700
2020-07-08,315.829987,317.540009,313.940002,317.329987,314.511261,3686000
2020-07-09,318.209991,318.329987,311.890015,315.720001,312.915588,3307500
2020-07-10,315.480011,319.140015,314.000000,318.899994,316.067322,2754700
2020-07-13,321.350006,323.970001,315.380005,316.070007,313.262451,5091400
2020-07-14,314.519989,320.589996,313.239990,320.170013,317.326050,7143600
2020-07-15,323.690002,324.320007,320.529999,323.160004,320.289490,3892300
2020-07-16,321.049988,322.500000,320.350006,322.040009,319.179443,2390900
2020-07-17,323.149994,323.850006,321.010010,322.989990,320.120972,2251300
2020-07-20,322.690002,326.359985,321.899994,325.660004,322.767273,2354200
2020-07-21,327.750000,328.220001,325.260010,326.250000,323.352051,3109200
2020-07-22,325.910004,330.059998,325.790009,328.170013,325.255005,3177200
2020-07-23,327.720001,328.519989,322.750000,324.200012,321.320282,3024200
2020-07-24,322.200012,323.269989,320.549988,322.130005,319.268646,3421400
2020-07-27,322.890015,324.690002,322.059998,324.500000,321.617584,3434000
2020-07-28,323.670013,324.929993,322.140015,322.500000,319.635376,2513100
2020-07-29,323.410004,327.019989,323.359985,326.380005,323.480896,2339500
2020-07-30,323.190002,325.709991,320.899994,325.260010,322.370850,3287200
2020-07-31,327.209991,327.890015,322.630005,327.820007,324.908112,4683200
2020-08-03,329.660004,330.929993,329.059998,330.109985,327.177765,2832300
2020-08-04,329.190002,331.399994,329.190002,331.299988,328.357178,3581600
2020-08-05,332.829987,333.700012,332.519989,333.450012,330.488098,2435100
2020-08-06,332.850006,335.809998,332.480011,335.709991,332.727997,3301100
2020-08-07,334.600006,336.179993,333.649994,335.950012,332.965912,3050200
2020-08-10,336.420013,337.149994,334.329987,336.959991,333.966919,2222100
2020-08-11,338.239990,338.880005,333.380005,334.140015,331.171967,3603700
2020-08-12,336.850006,339.640015,336.799988,338.799988,335.790558,2907900
2020-08-13,338.000000,339.619995,337.179993,338.220001,335.215729,2643200
2020-08-14,337.760010,338.790009,337.049988,338.190002,335.185974,1716000
2020-08-17,339.320007,339.720001,338.869995,339.279999,336.266327,1642600
2020-08-18,339.720001,340.459991,337.980011,340.000000,336.979889,1634600
2020-08-19,340.399994,341.000000,338.019989,338.619995,335.612152,1911500
2020-08-20,336.730011,340.149994,336.589996,339.660004,336.642914,1804700
2020-08-21,339.230011,341.049988,338.950012,340.850006,337.822357,2063000
2020-08-24,343.519989,344.420013,342.450012,344.350006,341.291260,2084000
2020-08-25,344.959991,345.600006,343.709991,345.489990,342.421112,4004400
2020-08-26,346.109985,349.269989,345.579987,349.000000,345.899963,3674800
2020-08-27,349.660004,351.320007,347.980011,349.760010,346.653229,3767600
2020-08-28,350.890015,352.190002,349.660004,352.000000,348.873322,2520700
2020-08-31,351.809998,352.769989,350.510010,350.769989,347.654236,5757700
2020-09-01,351.679993,354.179993,350.700012,354.059998,350.915039,3700400
2020-09-02,356.179993,360.260010,354.929993,359.239990,356.048981,3596600
2020-09-03,357.380005,357.880005,344.019989,346.820007,343.739349,7771400
2020-09-04,347.600006,349.290009,336.260010,343.980011,340.924561,5359400
2020-09-08,338.049988,339.399994,334.230011,334.630005,331.657623,5003500
2020-09-09,338.980011,343.890015,337.980011,341.179993,338.149414,5378500
2020-09-10,343.260010,343.910004,334.209991,335.220001,332.242371,5060200
